Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
CLINIQUE,Repairwear Intensive Lip Treatment,[],[],[],,https://www.sephora.com/product/repairwear-intensive-lip-treatment-P122782?icid2=products%20grid:p122782:product
CLINIQUE,Smart Night Custom-Repair Moisturizer -Combination Oily to Oily,A nighttime moisturizer for combination oily to oily skin types that helps visibly smooth lines and wrinkles firm brighten and strengthen skin’s moisture barrier as you sleep.,[],[],,https://www.sephora.com/product/smart-night-custom-repair-moisturizer-combination-oily-to-oily-P404016?icid2=products%20grid:p404016:product
CLINIQUE,Super Rescue Antioxidant Night Moisturizer,[],[],[],,https://www.sephora.com/product/super-rescue-antioxidant-night-moisturizer-P184602?icid2=products%20grid:p184602:product
CLINIQUE,Purifying Cleansing Brush Head Refill,[],[],[],,https://www.sephora.com/product/purifying-cleansing-brush-head-refill-P390987?icid2=products%20grid:p390987:product
CLINIQUE,Naturally Gentle Eye Makeup Remover,[],[],[],,https://www.sephora.com/product/naturally-gentle-eye-makeup-remover-P122675?icid2=products%20grid:p122675:product
CLINIQUE,Redness Solutions Instant Relief Mineral Pressed Powder,[],[],[],,https://www.sephora.com/product/redness-solutions-instant-relief-mineral-pressed-powder-P277401?icid2=products%20grid:p277401:product
CLINIQUE,Bright All Night,[],[],[],,https://www.sephora.com/product/bright-all-night-P437341?icid2=products%20grid:p437341:product
CLINIQUE,Post-Shave Soother,[],[],[],,https://www.sephora.com/product/post-shave-soother-P122770?icid2=products%20grid:p122770:product
CLINIQUE,Pore Refining Solutions Instant Perfector,['A treatment that minimizes the appearance of pores. '],[],[],,https://www.sephora.com/product/pore-refining-solutions-instant-perfector-P283304?skuId=1318666&icid2=products%20grid:p283304:product
CLINIQUE,Sonic System Acne Solutions Deep Cleansing Brush Head,['A dermatologist-developed brush head for blemish-prone skin to clean where you need it most. '],[],[],,https://www.sephora.com/product/sonic-system-acne-solutions-deep-cleansing-brush-head-P394116?icid2=products%20grid:p394116:product
CLINIQUE,High Impact Custom Black Kajal,[],[],[],,https://www.sephora.com/product/high-impact-custom-black-kajal-P409539?icid2=products%20grid:p409539:product
CLINIQUE,All About Lips,[],[],[],,https://www.sephora.com/product/all-about-lips-P122767?icid2=products%20grid:p122767:product
CLINIQUE,Merry Moisture Pop Ornament,['A hydration duo for skin and lips in a hanging ornament gift box.  '],['- Dryness'],Moisture Surge™ 72-Hour Auto-Replenishing Hydrator with hyaluronic acid and activated aloe water gives skin the power to rehydrate itself. It provides 72 hours of nonstop hydration and delivers an instant moisture boost. Pop Splash™ Lip Gloss combines a pop of color with a splash of hydration drenching lips in weightless gloss that’s all shine no stick. The lip-loving ingredients help smooth and condition lips. This set contains:- 1 oz/ 30 mL Moisture Surge 72-Hour Auto-Replenishing Hydrator- 0.5 oz/ 1.5 mL Pop Splash Lip Gloss + Hydration,,https://www.sephora.com/product/merry-moisture-set-P436130?icid2=products%20grid:p436130:product
CLINIQUE,Pop™ Glaze Sheer Lip Colour + Primer,[],[],[],,https://www.sephora.com/product/clinique-pop-trade-glaze-sheer-lip-colour-primer-P405802?skuId=1800879&icid2=products%20grid:p405802:product
CLINIQUE,Self Sun Body Tinted Lotion,[],[],[],,https://www.sephora.com/product/self-sun-body-tinted-lotion-P232332?icid2=products%20grid:p232332:product
CLINIQUE,Pop Liquid Matte Lip Colour + Primer,[],[],[],,https://www.sephora.com/product/pop-liquid-matte-lip-colour-P411531?icid2=products%20grid:p411531:product
CLINIQUE,Beyond Perfecting Super Concealer Camouflage + 24-Hour Wear - Apricot Color Corrector,[],[],[],,https://www.sephora.com/product/beyond-perfecting-super-concealer-camouflage-24-hour-wear-apricot-color-corrector-P424829?icid2=products%20grid:p424829:product
CLINIQUE,Turnaround Revitalizing Treatment Oil, A silky light oil that nourishes skin and creates healthy-looking radiance. ,['- Dullness and uneven texture- Dryness'], This luxurious lightweight oil deeply hydrates skin and creates a youthful-looking glow. Great for all skin types it locks in revitalizing moisture and refines texture for a supple look and softer feel. Skin looks plumped smooth and lit from within. ,,https://www.sephora.com/product/turnaround-revitalizing-treatment-oil-P394822?icid2=products%20grid:p394822:product
CLINIQUE,Sonic System Extra Gentle Cleansing Brush Head,[],[],[],,https://www.sephora.com/product/sonic-system-extra-gentle-cleansing-brush-head-P406655?icid2=products%20grid:p406655:product
CLINIQUE,Sonic System Massaging Treatment Applicator,[],[],[],,https://www.sephora.com/product/sonic-system-massaging-treatment-applicator-P404325?icid2=products%20grid:p404325:product
CLINIQUE,Virtu-oil Body Mist Broad Spectrum SPF 30,A sheer oil-free sunscreen spray for body.,[], Lightweight oil-free Virtu-Oil sunscreen formula sprays on easily absorbs quickly and leaves no sticky or greasy after-feel. The convenient spray makes full-body application quick and easy—delivering high-level UVA/UVB protection and a pleasant cooling sensation.,,https://www.sephora.com/product/virtu-oil-body-mist-broad-spectrum-spf-30-P418182?icid2=products%20grid:p418182:product
CLINIQUE,Oil-Free Face Cream Broad Spectrum SPF 30,A luxurious oil-free sunscreen for the face.,[], This unique blend of mineral and traditional UVA/UVB filters plus SolarSmart+ technology defends skin against the sun damage that can result in lines and wrinkles. The velvety formula slips on easily absorbs quickly to deliver protection and repair and layers wonderfully with other treatment and makeup products. ,,https://www.sephora.com/product/oil-free-face-cream-broad-spectrum-spf-30-P418181?icid2=products%20grid:p418181:product
CLINIQUE,Just Browsing Brush-On Styling Mousse,[],[],[],,https://www.sephora.com/product/just-browsing-brush-on-styling-mousse-P399232?icid2=products%20grid:p399232:product
CLINIQUE,Acne Solutions Cleansing Face and Body Soap,A mild medicated soap for the face and body.,[],[],,https://www.sephora.com/product/acne-solutions-cleansing-face-body-soap-P196524?icid2=products%20grid:p196524:product
CLINIQUE,Even Better Skin Tone Correcting Lotion Broad Spectrum SPF 20, A refreshing oil-free hydrating lotion for oily skin that corrects and prevents uneven skintone.,[],[],,https://www.sephora.com/product/even-better-skin-tone-correcting-lotion-broad-spectrum-spf-20-P309226?icid2=products%20grid:p309226:product
CLINIQUE,"Hello, Great Skin Kit For Oilier Skin", A three-step skin care regimen for oilier skin types to achieve a clear glowing and refreshed complexion in as little as 10 days.,['- Oiliness- Dullness and uneven texture'], This dermatologist-developed three-step skin care system works gently and effectively—each step enhancing the next. When used morning and night your customized routine of cleansing exfoliating and moisturizing will create skin that’s clear smooth and radiant.This set contains:- 1 oz/ 29.6 mL Liquid Facial Soap Oily Skin Formula- 1 oz/ 28.3 g Clarifying Lotion 3- 0.5 oz/ 14.8 mL Dramatically Different Moisturizing Gel- Cosmetics bag,,https://www.sephora.com/product/hello-great-skin-oilier-skin-P410652?icid2=products%20grid:p410652:product
Sephora Favorites,Skin Wonderland,[],[],[],,https://www.sephora.com/product/skin-wonderland-P438541?icid2=products%20grid:p438541:product
