Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Dr. Brandt Skincare,#PoresNoMore Pore Refiner Primer Bundle,A primer that absorbs oil makes pores appear smaller and allows makeup to go on smoother with bonus travel sizes of bestselling Microdermabrasion Age-Defying Exfoliator and new Pores No More® Mattifying Hydrator.,['- Pores- Oiliness'], This bestselling primer tamps down shine and creates a velvety base and blurs the look of pores and lines. Wear it under foundation and makeup—they’ll glide on smoother and last longer. Or go bare-skinned! Your newly matte complexion will look airbrushed. Either way there’s another reason to feel good about this primer: $5 from every limited-edition product sold helps support classes for young artists via The Dr. Brandt Foundation. Start with Microdermabrasion Age-Defying Exfoliator to smooth out skin texture and follow with Mattifying Hydrator or mix it with your Pore Refiner Primer for the ultimate matte finish.This set contains:- 1 oz/ 30mL pores no more® Pore Refiner Primer- 0.25 oz/ 7.5 g pores no more® Mattifying Hydrator Pore Minimizing Gel- 0.25oz/ 7.5g Microdermabrasion Age Defying Exfoliator,"-Flaxseed Oil-absorbing Powder: Reduces shine and visible signs of sebum .,-Tea Tree Oil: Helps keep skin healthy and clean looking by acting as a shield to inhibit the clogging of pores.,-Light-diffusing Microspheres: Blur the look of imperfections and erase shine.,,Dr. Brandt® Microdermabrasion:,Water, Alumina, Caprylic/Capric Triglyceride, Glycerin, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Xanthan Gum, Phenoxyethanol,Lactic Acid, Fragrance, Menthone Glycerin Acetal, Allantoin, Disodium Edta, Tocopheryl Acetate, Magnesium Oxide, Propylene Glycol, Aloe Barbadensis Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Citral, Limonene.,,Pores No more® Mattifying Hydrator:,Water, Dimethicone, Polysilicone-11, Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer, Butylene Glycol, Propanediol, Barium Sulfate, Polysorbate 20, Polymethylsilsesquioxane, Sodium Pca, Glycerin, Phenoxyethanol, Isohexadecane, Alcohol Denat., Carbomer, Tocopheryl Acetate, Ammonium Polyacryloyldimethyl Taurate, Tromethamine, Sodium Acrylates Copolymer, Sorbitol, Xanthan Gum, Titanium Dioxide (Ci77891), Lecithin, Polysorbate 80, Iris Florentina Root Extract, Mica, Ethylhexylglycerin, Zinc Sulfate, Retinyl Palmitate, Saccharide Isomerate, Polyglutamic Acid, Diatomaceous Earth, Methylsilanol Mannuronate, Caprylyl Glycol, Disodium Edta, Glyceryl Caprylate, Tin Oxide (Ci77861).,,Pores No More® Pore Refiner Primer:,Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",https://www.sephora.com/product/poresnomore-pore-refiner-primer-bundle-P431414?icid2=products%20grid:p431414:product
Dr. Brandt Skincare,Xtend Your Youth Face Cream,['An antioxidant cream that provides powerful and long-lasting protection.'],[],[],"-Red Rose-Wine, Pro-Taurine, and Osmanthus Flower: Promote radiance and smooth.,-Murmuru, Shea, And Kokum Butters: Hydrate and protect against moisture loss.,,Water, Glycerin, Isohexadecane, Isopropyl Isostearate, Polymethyl Methacrylate, Dimethicone, Phenoxyethanol, Behenyl Alcohol, Sunflower Seed Oil, Caprylic/Capric Triglyceride, Stearic Acid, Stearyl Alcohol, Sodium Acrylates Copolymer, Sorbitol, Peg-100 Stearate, Dimethiconol, Clove Flower Extract, Cetyl Alcohol, Grape Seed Oil, Cetearyl Alcohol, Cetearyl Glucoside, Osmanthus Fragrans Flower Extract, Rosa Damascena Flower Oil, Grape Seed Extract, Rose Extract, C12-13 Pareth-3, Ammonium Polyacrylate, Xanthan Gum, Camellia Sinensis Leaf Extract, Wine Extract, Sucrose, Polyacrylamide, Butylene Glycol, Propanediol, Ethylhexylglycerin, Mineral Salts, Oleic Acid, Lecithin, Disodium Edta, Aloe Vera Leaf Juice, Allantoin, Ceramide 3, C13-14 Isoparaffin, Shea Butter, Shorea Robusta Seed Butter, Palm Butter, Cocoa Seed Butter, Bassia Latifolia Seed Butter, Mango Seed Butter, Garcinia Indica Seed Butter, Shorea Stenoptera Seed Butter, Theobroma Grandiflorum Seed Butter, Astrocaryum Murumuru Seed Butter, Astrocaryum Tucuma Seed Butter, 1,2-Hexanediol, Oxothiazolidine, Sodium Hydroxide, Tocopheryl Acetate, Panthenol, Sodium Hyaluronate, Phospholipids, Carbomer, Laureth-7, Sodium Benzoate.",https://www.sephora.com/product/xtend-your-youth-face-cream-P383057?icid2=products%20grid:p383057:product
Dr. Brandt Skincare,Cellusculpt™ Body Shaper & Cellulite Smoothing Cream,An alcohol-free multifunctional formula with pure caffeine and a massage applicator that helps smooth the appearance of cellulite.,['- Dullness and uneven texture- Loss of firmness and elasticity- Dryness'], This revolutionary cream and applicator work together to help smooth the appearance of skin and reduce the look of cellulite. Featuring an alcohol-free formula this cream works to help improve the appearance of your skin’s texture while lightly hydrating. ,"-Exclusive Enzymatic Fat Smoother,-Caffeine and Green Coffee,-Disilanol,,Water, Cyclopentasiloxane, Dimethicone, Octyldodecanol, Glycerin, Menthyl Lactate, Phenyl Trimethicone, Methylsilanol Carboxymethyl Theophylline Alginate, Phenoxyethanol, Ceteareth-20, Carbomer, Caffeine, Sodium Polyacrylate, Menthol, Coffea Canephora Seed Extract, Caprylyl Glycol, Juniperus Virginiana Oil, Methylpropanediol, Chlorphenesin, Geranium Maculatum Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Cananga Odorata Flower Oil, Silanediol Salicylate, Lavandula Hybrida Oil, Pogostemon Cablin Leaf Oil, Vetiveria Zizanoides Root Oil, Vanillin, Lavandula Hybrida Oil, Litsea Cubeba Fruit Extract, Maltodextrin, Tromethamine, Algin, Vanilla Planifolia Fruit Extract, Jasminum Sambac (Jasmine) Flower Extract, Lipase, Propylene Glycol, Sodium Chloride, Silica, Calcium Chloride, Linalool, Limonene, Coumarin, Citronellol, Geraniol.",https://www.sephora.com/product/cellusculpt-body-shaper-cellulite-smoothing-cream-P394220?icid2=products%20grid:p394220:product
Dr. Brandt Skincare,Power Dose Vitamin C,['A unique 20 percent tri-blend concentrate of natural source and stabilized vitamin C for maximum effectiveness and results.'],['- Loss of firmness and elasticity- Dullness and uneven texture'], Power Dose Vitamin C contains 20 percent vitamin C the highest concentration of stable vitamin C your skin can absorb. It helps protect against free radical damage to help smooth the appearance of lines and wrinkles firm skin and improve clarity.,"-Stable, Vitamin C-derived Ethyl Ascorbic Acid: Optimizes resistance against free radicals; improve skin clarity.,-Ascorbosilane C, Silicium, and Vitamin C: Protect against free radicals; help smooth, firm, and improve clarity.,-Kakadu Plum: Protects against free radicals; helps smooth and firm; natural source of vitamin C.,,Water, 3-0-Ethyl Ascorbic Acid, Butylene Glycol, Glycerin, Ascorbyl Methylsilanol Pectinate, Xanthan Gum, Disodium Edta, Dipotassium Phosphate, Pentasodium Pentetate, Terminalia Ferdinandiana Fruit Extract, Sodium Phytate, Ppg-26-Buteth-26, Phenoxyethanol, Chlorphenesin, Citric Acid, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Methylpropanediol.",https://www.sephora.com/product/power-dose-vitamin-c-P407429?icid2=products%20grid:p407429:product
Dr. Brandt Skincare,#SayILoveYou Microdermabrasion & Pore Refiner Primer Bundle,An age-defying exfoliator that blends aluminum oxide crystals and lactic acid to refine skin texture and soften the look of lines for a smoother brighter complexion in minutes paired with the Pores No More Pore Refiner Primer.,['- Dullness and uneven texture- Uneven skin tone- Fine lines and wrinkles'], Inspired by the founder’s in-office microdermabrasion treatment this first-of-its-kind at-home exfoliator will transform your skin in mere minutes. Lactic acid and perfectly round aluminum oxide crystals whisk away dead skin cells without irritation leaving behind noticeable glow. Combined with the bestselling primer that tamps down shine creates a velvety base and blurs the look of pores and lines you'll be ready to #sayiloveyou to skin that looks polished smoothed and perfected.This set contains:- 1 oz/ 30 mL Pores No More Pore Refiner Primer- 2 oz/ 60 g Limited-edition Microdermabrasion Age Defying Exfoliator,"-Aluminum Oxide Crystals: Polish the skin by removing dead skin cells, enabling skincare products to absorb more easily.,-Lactic Acid, Alpha Hydroxy Acid Derived from Milk: Gently sweeps and softens skin.,-Jojoba, Aloe Vera, and Chamomile: Soothe and refresh.,,Pores No More Pore Refiner Primer:,Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).,,Microdermabrasion Age Defying Exfoliator:,Water, Alumina, Caprylic/Capric Triglyceride, Glycerin, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Xanthan Gum, Phenoxyethanol,Lactic Acid, Fragrance (Parfum), Menthone Glycerin Acetal, Allantoin, Disodium Edta, Tocopheryl Acetate, Magnesium Oxide, Propylene Glycol, Aloe Barbadensis Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Citral, Limonene.",https://www.sephora.com/product/sayiloveyou-microdermabrasion-pore-refiner-primer-bundle-P435208?icid2=products%20grid:p435208:product
Dr. Brandt Skincare,pores no more® Mattifying Hydrator Pore Minimizing Gel,['A lightweight gel that simultaneously mattifies and hydrates for up to eight hours while minimizing the appearance of pores.'],['- Oiliness- Dryness- Pores'], Skin has a matte finish that feels soft and hydrated for up to 8 hours and pores look instantly smaller. With regular use pores are less clogged and skin is less shiny.,"-Smart Sponge Polysaccharide: Pulls oil from the skin while leaving hydration levels intact.,-Long-term, Botanical Extracts from Blue Iris and Willow Bark: Purify and clean out pores.,-Silica Microsponges: prevent pore walls from getting slack to help tighten their appearance.,-Light-Diffusing Powders: Instantly blur the look of pores and imperfections.,,Water, Dimethicone, Polysilicone-11, Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer, Butylene Glycol, Propanediol, Barium Sulfate, Polysorbate 20, Polymethylsilsesquioxane, Sodium Pca, Glycerin, Phenoxyethanol, Isohexadecane, Alcohol Denat., Carbomer, Tocopheryl Acetate, Ammonium Polyacryloyldimethyl Taurate, Tromethamine, Sodium Acrylates Copolymer, Sorbitol, Xanthan Gum, Titanium Dioxide (Ci77891), Lecithin, Polysorbate 80, Iris Florentina Root Extract, Mica, Ethylhexylglycerin, Zinc Sulfate, Retinyl Palmitate, Saccharide Isomerate, Polyglutamic Acid, Diatomaceous Earth, Methylsilanol Mannuronate, Caprylyl Glycol, Disodium EDTA, Glyceryl Caprylate, Tin Oxide (Ci77861).",https://www.sephora.com/product/pores-no-more-mattifying-hydrator-pore-minimizing-gel-P429661?icid2=products%20grid:p429661:product
Dr. Brandt Skincare,pores no more® cleanser,['A foaming cleanser with powerful botanicals for combination and oily skin types.'],[],[],"-Salicylic Acid: Exfoliates and removes dead skin cells. Keeps pores clean, and prevents clogging.,-Tea Tree Oil: Provides essential antibacterial properties.,-Willow bark: Calms the skin,,Water (Aqua), Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Disodium Oleamido Mea-Sulfosuccinate, Cocamide Mea, Cocamidopropyl Betaine, Glycol Distearate, Phenoxyethanol, Methylparaben, Butylparaben, Ethylparaben, Propylparaben, Isobutylparaben, Sodium Chloride, Hydroxypropyl Guar, Lavandula Angustifolia (Lavender) Oil, Citric Acid, Rosmarinus Officinalis (Rosemary) Leaf Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Salix Alba (Willow) Bark Extract, Propylene Glycol, Salicylic Acid, Disodium Edta, Laureth-10.",https://www.sephora.com/product/pores-no-more-cleanser-P9523?icid2=products%20grid:p9523:product
Dr. Brandt Skincare,pores no more® multi-performance stick,A five-in-one water-resistant complexion perfector that instantly visibly blurs pores and lines hydrates smooths and provides SPF 45 protection.,['- Pores- Fine lines and wrinkles- Uneven skin tone'],This portable on-the-go and multi-action stick helps blur visible pores and fine lines even skin tone moisturize and provide SPF 45 protection—all while remaining water resistant for up to 80 minutes without clogging pores. The slightly tinted universal formula glides on sheer and blends seamlessly with most skin tones. Easy to use simply glide the stick on clean or moisturized skin and blend well for a naturally flawless look or use as part of your makeup routine.Light-diffusing powders provide your skin with a soft-focus effect that blurs imperfections while moisturizing esters help prevent water loss to keep skin hydrated and healthy. Broad-spectrum UVA and UVB protection prevent photo aging by decreasing pigmentation due to sun exposure as well as help shield your skin from the formation of fine lines and wrinkles. The formula is water-resistant provides long-lasting wear and keeps your skin protected for up to 80 minutes. ,"-Octinoxate 3%: Sunscreen.,-Titanium Dioxide 22.85%: Sunscreen.,,Aluminum Hydroxide, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Caprylyl Methicone, Copernicia Cerifera (Carnauba) Wax, Dimethicone, Ethylhexylglycerin, Hydrogenated Polydecene, Iron Oxides, Isononyl Isononanoate, Isopropyl Myristate, Isopropyl Titanium Triisostearate, Isostearic Acid, Kaolin, Methyl Methacrylate Crosspolymer, Microcrystalline Wax, Phenoxyethanol, Polyethylene, Polyhydroxystearic Acid, Polymethyl Methacrylate, Propylene Carbonate, Stearalkonium Hectorite, Tocopherol.",https://www.sephora.com/product/pores-no-more-multi-performance-stick-P415702?icid2=products%20grid:p415702:product
Dr. Brandt Skincare,Jet Set To Flawless Kit,['A perfect pair of travel-size skin perfectors.'],['- Pores- Oiliness- Puffiness'], Perfect for the jet setter or those on the go these travel-size bestsellers provide quick fixes for tired eyes or less-than-perfect skin. NO MORE BAGGAGE an advanced eye de-puffing gel is a quick innovative solution for aging tired-looking eyes. Upon application it provides a tightening effect and smooths the look of under-eye contours. It reduces the appearance of eye bags and dark circles for an immediately brighter well-rested look. It also works over time to help restore a youthful eye contour for a consistently smooth appearance. Follow up with Dr. Brandt’s bestselling primer which tamps down shine creates a velvety base and blurs the look of pores and lines. Wear it under foundation and makeup—they’ll glide on smoother and last longer. Or go bare-skinned with a newly-matte complexion that looks airbrushed.This set contains:- 0.1 oz/ 3 g needles no more® NO MORE BAGGAGE™ eye de-puffing gel- 0.5 oz/ 15 mL pores no more® pore refiner primer,"needles no more® NO MORE BAGGAGE™ eye de-puffing gel:,Water, Sodium Magnesium Silicate, Propanediol, Magnesium Aluminum Silicate, Phenoxyethanol, Lecithin, Kappaphycus Alvarezii Extract, Caffeine, Synthetic, Fluorphlogopite, Acetyl Glutamine, Hesperidin Methyl Chalcone, Caesalpinia Spinosa Fruit Extract, Titanium Dioxide, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Steareth-20, Sh-Oligopeptide-1, Sh-Oligopeptide-2, Dipeptide-2, Sodium Hyaluronate, Sh-Polypeptide-1, Sh-Polypeptide-9, Sh-Polypeptide-11, Bacillus/Soybean/Folic Acid Ferment, Boswellia Serrata Extract, Centella Asiatica Extract, Palmitoyl Tetrapeptide-7, Butylene Glycol, Betula Alba Bark Extract, Chlorhexidine Digluconate, Tin Oxide, 1,2- Hexanediol, Potassium Sorbate, Polygonum Cuspidatum Root Extract, PEG-12 Dimethicone, Camellia Sinensis Leaf Extract, Sodium Benzoate, Iron Oxides (Ci 77491, Ci 77492).,,pores no more® pore refiner primer:,Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl PEG/PPG-18/18 Methicone, PEG/PPG-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",https://www.sephora.com/product/jet-set-to-flawless-kit-P433462?icid2=products%20grid:p433462:product
Dr. Brandt Skincare,Xtend Your Youth Eye Cream, An antioxidant eye cream that protects hydrates and smooths the eye area.   ,[],[],"-Green Tea, White Tea, Grape Seed Antioxidant Tri-Blend: Provides 900 percent more potent antioxidant protection than commercial teas for all-day protection against free radicals and skin aggressors.,-Red Rose Wine: Offers antioxidant protection.,-Vitamin C: Helps diminish the look of lines and wrinkles.,,Water, Glyceryl Stearate, Peg-100 Stearate, Isopropyl Palmitate, Squalane, Phenyl Trimethicone, Rice Bran Oil, Camellia Oleifera Leaf Extract, Cyclopentasiloxane, Cetyl Alcohol, Peg-40 Stearate, Sorbitan Stearate, Glycosaminoglycans, Cetyl Phosphate, Butylene Glycol, Carob Gum, Phenoxyethanol, Hydrogenated Castor Oil, Sodium Hyaluronate, Peg-20 Methyl Glucose Sesquistearate, Cholesterol, Corn Starch, Silica, Triethanolamine, Magnesium Aluminum Silicate, Willow Bark Extract, Ahnfeltia Concinna Extract, Simethicone, Hydroxyethylcellulose, Disodium Edta, Osmanthus Fragrans Flower Extract, Propanediol, Ethylhexylglycerin, Hydrolyzed Casein, Xanthan Gum, Aloe Vera Leaf Powder, Bis-Diglyceryl Polyacyladipate-2, Geranium Maculatum Oil, Grape Seed Oil, Rose Extract, Grape Seed Extract, Bht, Camellia Sinensis Leaf Extract, Phospholipids, Lecithin, Ascorbic Acid, Tocopheryl Acetate, Wine Extract, Sucrose, Mineral Salts, 1,2-Hexanediol, Carbomer.",https://www.sephora.com/product/xtend-your-youth-eye-cream-P383056?icid2=products%20grid:p383056:product
Dr. Brandt Skincare,Antioxidant Water Booster Triple Power Ingestible Water Supplement,A gluten-free ingestible detoxifying supplement formulated to rejuvenate the skin by boosting the body’s natural defense against the aging effects of free radicals from the inside out.,['- Free radical damage- Damage caused by pollution- Premature signs of skin aging'], This ingestible supplement is formulated with an antioxidant powerhouse trio of green tea white tea and grape seed extract designed to fight the destructive effects of free radicals from within helping to keep the complexion rejuvenated and restored.* Studies have shown that green tea white tea and grapeseed contain among others the polyphenol EGCG (Epigallocatechin gallate) the strongest of any known form of anti-oxidants. EGCG is more than 100 times as effective at neutralizing free radicals as vitamin C and 25 times more powerful than vitamin E*. Dr. Brandt’s signature antioxidant blend is also combined with maqui berry extract a superfruit with the highest known ORAC (Oxygen Radical Absorbance Capacity) and goji berry extract rich in anti-oxidants vitamins nutrients and amino acids. These clarifying agents help support the body’s natural defenses against aging free radicals. Each dropper full is equivalent to the polyphenol content of 15 cups of green tea. With a light tea-like taste the drops can be added to your favorite beverage or meal from water and smoothies to oatmeal and salads for a daily boost*. ,"-Dr. Brandt’s signature anti-oxidant blend (Green Tea, White Tea, and Grape Seed): Neutralizes the effects of free radicals with a polyphenol power equivalent to 15 cups of green tea.,-Maqui Berry Extract: Helps the body fight the effects of free radicals.*,-Goji Berry Extract: Rich in antioxidants, vitamins, nutrients and amino acids, contains powerful detoxifying agents that help the body fight the effects of free radicals.*,,*These statements have not been evaluated by the FDA. This product is not intended to diagnose, treat, cure, or prevent any disease.",https://www.sephora.com/product/antioxidant-water-booster-triple-power-ingestible-water-supplement-P427395?icid2=products%20grid:p427395:product
Dr. Brandt Skincare,Radiance Resurfacing Foam,A cream-to-foam packed with alpha hydroxy acids and paired with a no-blade tool that together lift away dead skin cells to reveal a fresh radiant super-hydrated complexion.   ,['- Dullness and uneven texture- Dryness- Uneven skin tone'],[],"-Alpha Hydroxy Acid Blend (Derived from Bilberry, Sugar Cane, Sugar Maple, Orange, and Lemon): Chemically resurfaces and evens skin tone for smoother, softer, brighter skin.,-Pentavitin: A humectant that provides long-term hydration for up to 72 hours.,-Water Lily Extract and Sweetone: Soothe, help prevent irritation, even out skin tone, and fade dark spots.,,Water, Hydrogenated Polyisobutene, Methyl Nonafluorobutyl Ether, Methyl Nonfluoroisobutyl Ether, Glycerin, Caprylic/Capric Triglyceride, Methylpropanediol, Butylene Glycol Dicaprylate/Dicaprate, 1,2-Hexanediol, Saccharomyces Ferment Filtrate, Saccharide Isomarate, Glyceryl Stearate, Peg-100 Stearate, Cetearyl Alcohol, Stearic Acid, Betaine, Hydroxyacetophenone, Butylene Glycol, Dipropylne Glycol, Sodium Stearoyl Glutamate, Maltodextrin, Saccharide Hydrolyase, Sodium Polyacrylate, Carbomer, Ethylhexyl Stearate, Tromethamine, Sodium Palmitoyl Proline, Algae Extract, Eclipta Prostrata Leaf Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C12-14 Pareth-12, Nymphaea Alba Flower Extract, Disodium Edta, Glyceryl Acrylate/Acrylic Acid Copolymer, Lavendula Augustifolia (Lavender) Oil, Vaccinium Myrtillus Fruit/Leaf Extract, Fructooligosaccharides, Trideceth-6, Saccharum Officianrum (Sugarcane) Extract, Amaranthus Caudatus Seed Extract, Beta-Glucan, Lecithin, Sodium Hyaluronate, Ulmus Davidiana Root Extract, Dimethicone, Squalane, Alcohol Denat., Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Polysorbate 20, Argania Spinosa Kernel Oil, Hydrogenated Lecithin, Isononyl Isononanoate, Polyglyceryl-10 Stearate, Hydrolyzed Hyaluronic Acid, Acer Saccharum (Sugar Maple) Extract, Anemarrhena Asphodeloides Root Extract, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-2 Dipolyhydroxystearate, Anthemis Nobilis Flower Oil, Inulin Lauryl Carbamate, Palmitoyl Pentapeptide-4, Disodium Stearoyl Glutamate.",https://www.sephora.com/product/radiance-resurfacing-foam-P435209?icid2=products%20grid:p435209:product
Dr. Brandt Skincare,MAGNETIGHT™ Age-Defier Mask Bundle,['A trio of bestselling formulas to create younger-looking skin.'],['- Fine lines and wrinkles- Dullness and uneven texture- Dryness'], Create a perfectly ageless look. Start with PoreDermabrasion Pore Perfecting Exfoliator to exfoliate and smooth skin's texture. Follow with MAGNETIGHT an antiaging iron-infused mask and magnet removal tool that work together to refine purify and brighten the look of skin. Finish with Pores No More Pore Refiner Primer to mattify shine visibly blur lines and pores and prep skin for makeup application.This set contains:- 0.25 oz/ 7.5 mL PoreDermabrasion Pore Perfecting Exfoliator- 3 oz MAGNETIGHT Age-Defier™- 0.25 oz/ 7.5 mL Pores No More Pore Refiner Primer,"PoreDermabrasion Pore Perfecting Exfoliator:,Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide.,,MAGNETIGHT Age-Defier™:,Iron Powder, Dimethicone, Polysilicone-11, Nylon-12, C12-15 Alkyl Benzoate, Silica, Tribehenin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Polysorbate 40, Hdi/Trimethylol Hexyllactone Crosspolymer, Ceramide Ng, Peg-10 Phytosterol, Tourmaline, Lavandula Angustifolia (Lavender) Oil, Isohexadecane, Ammonium Polyacryloyldimethyl Taurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Palmitoyl Hexapeptide-12, Pelargonium Graveolens (Geranium) Flower Oil, Dimethylmethoxy Chromanol, Anthemis Nobilis (Chamomile) Flower Oil, Limonene, Linalool, Citronellol, Geraniol.,,Pores No More Pore Refiner Primer:,Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",https://www.sephora.com/product/magnetight-age-defier-bundle-P416401?icid2=products%20grid:p416401:product
Dr. Brandt Skincare,Xtend Your Youth A3 Power Foaming Cleanser,['A refreshing cleanser enriched with luxurious mandarin orange oil and antioxidants that leave the skin revitalized after every use.  '],['- Dryness'], Transforming from a liquid to a rich foam the exclusive tri-blend of antioxidants green tea white tea and grape seed extract provides your skin with hours of protection against free radicals while dissolving away stubborn makeup and impurities.,"-Green Tea, White Tea, and Grape Seed Extract: Protects against free radical damage.,-Wheat Amino Acids, Glycerin, and Phospholipids: Moisturize and help protect skin from drying.,-Mandarin Orange Oil: Provides a refreshing and revitalizing sensation.,,Water, Sodium Cocoyl Wheat Amino Acids, Cocamidopropyl Betaine, Glycerin, Butylene Glycol, Polysorbate 20, Caprylyl Glycol, Phenoxyethanol, Gluconolactone, Citrus Nobilis (Mandarin Orange) Peel Oil, Hexylene Glycol, Vitis Vinifera (Grape) Seed Exract, Camellia Sinensis Leaf Extract, Phospholipids, Vitis Vinifera (Grape) Seed Oil, Carbomer.",https://www.sephora.com/product/xtend-your-youth-a3-power-foaming-cleanser-P410729?icid2=products%20grid:p410729:product
