Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
REN Clean Skincare,Evercalm™ Gentle Cleansing Milk ,"['A gentle cleansing milk that leaves sensitive', ' delicate', ' and reactive skin purified', ' calm', ' and soothed.']",['- Redness- Inflammation- Irritation'],[],,https://www.sephora.com/product/evercalm-gentle-cleansing-milk-P174626?icid2=products%20grid:p174626:product
Dr. Dennis Gross Skincare,Clarifying Colloidal Sulfur Mask,['An overnight acne medication that treats blackheads and pores while absorbing excess oil.'],[],[],"['-Retinol: Helps smooth wrinkles and lines while increasing moisture and elasticity.', '-Licorice Root Extract: Lightens and is an anti-inflammatory.', '-Colloidal Sulfur: Reduces acne blemishes and absorbs oil.', '-Bentonite: A naturally occuring white clay that helps absorb oil and mattify.', '-Prickly Pear: Calms redness and irritation.']",https://www.sephora.com/product/clarifying-colloidal-sulfur-mask-P375270?icid2=products%20grid:p375270:product
REN Clean Skincare,V-Cense™ Revitalising Night Cream,"['A concentrated antiaging treatment formulated to hydrate', ' recharge', ' and revitalize the skin overnight. ']",[],[],"['Anthemis Nobilis (Chamomile) Flower Water, Caprylic/Capric Triglyceride (Source Coconut Oil), Cetearyl Alcohol (Source Coconut Oil), Myristyl Myristate (Source Coconut Oil), Cetearyl Octanoate (Source Coconut Oil), Glycerin (Source Coconut Oil), Citrus Aurantium Dulcis (Orange) Fruit Extract, Camellia Oleifera Seed Oil, Butyospermum Parkii (Shea) Butter, Cetearyl Glucoside (Source Corn), Triticum Vulgare (Wheat) Germ Oil, Lauryl Laurate (Source Coconut Oil), Triheptanoin (Source Coconut Oil), Oryzanol (Source Rice), Phenoxyethanol (Source Aromatic Ether), Carbomer (Source Polymer), Sodium Hydroxymethylglycinate (Source Amino Acids), Boswellia Carterii Oil, Limonene, Boswellia Serrata Extract, Daucus Carota Sativa (Carrot) Root Extract, Helianthus Annuus (Sunflower) Seed Oil, Beta Carotene, Citrus Grandis (Grapefruit) Seed Extract, Tocopherol (Vitamin E).']",https://www.sephora.com/product/v-cense-revitalising-night-cream-P174631?icid2=products%20grid:p174631:product
Dr. Brandt Skincare,24/7 Retinol Eye Cream,"['A potent', ' yet gentle illuminating and age fighting eye cream formulated with time-released retinol to smooth the appearance of lines and wrinkles']",['- Fine lines and wrinkles- Dark circles'],"[' This potent yet gentle light-reflecting and age-fighting cream creates beautifully bright', ' captivating eyes that command attention. The result of a carefully measured combination of retinol and a specially formulated ruby crystal complex', ' it illuminates eye contours while smoothing fine lines', ' helping to reduce wrinkles', ' and infusing the skin with moisture for a supple', ' youthful-looking eye area.']","['-Ruby Crystal Complex: Illuminates and softens the appearance of lines and wrinkles.', '-Time-released Retinol: Helps smooth the look of lines and wrinkles.', '-Hydra-Balance (Synergistic combination of lemon tree honey, phospholipids, and an amino-acid): Hydrates and prevents moisture loss.', '-Oliveactive: Helps reduce redness and irritation and protects skin against oxidative stress.', '', 'Water, Glycerin, Cyclopentasiloxane, Propanediol, Dimethiconol, Coco-Caprylate/Caprate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Phenoxyethanol, Mica, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Nobilis (Mandarin Orange) Peel Oil, Sodium Benzoate, Isohexadecane, Polysorbate 60, Triethoxycaprylylsilane, Maslinic Acid, Caprylic/Capric Triglyceride, Sodium Hydroxide, Hyaluronic Acid, Ruby Powder, Ethylhexylglycerin, Aluminum Hydroxide, Glycine Soja (Soybean) Oil, Glucosyl Hesperidin, Tocopheryl Acetate, Retinol, Lecithin, Limonene, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491).']",https://www.sephora.com/product/24-7-retinol-eye-cream-P417625?icid2=products%20grid:p417625:product
Dr. Dennis Gross Skincare,Alpha Beta® Glow Pad™ For Body With Active Vitamin D,['An exfoliating self tanner that firms and smooths skin while minimizing the need for shaving.'],[],[],"['-Encapsulated DHA: Provides time-released color.', '-Caffeine: Provides firming and slimming benefits.', '-Capislow: Minimizes hair texture, length, and growth.', '-Vitamin D: Helps relieve dry skin, itching, and flaking.']",https://www.sephora.com/product/alpha-beta-glow-pad-for-body-with-active-vitamin-d-P309104?icid2=products%20grid:p309104:product
Dr. Dennis Gross Skincare,Firming Peptide Milk,['A bi-functional treatment that nourishes thirsty skin while creating a firmer-looking complexion.'],[],[],"['-Tetrapeptide-21: Firms and helps improve natural elasticity/collagen production.', '-Phospholipids: Draw moisture from the air and seal it into the skin.', '-Cucumber Extract: Moisturizes, conditions, and soothes.', '-Sodium PCA: High-performance humectant recommended for dry, delicate, and sensitive skin.', '', 'Water, Dicaprylyl Ether, Propanediol, Squalane, Polyglyceryl-10 Mono/Dioleate, Polyglyceryl-3 Oleate, Glycerin, Cetyl Alcohol, Octyldodecanol, C14-22 Alkane, Tetrapeptide-21, Sodium Ascorbyl Phosphate, Collagen Amino Acids, Hydroxypinacolone Retinoate, Arnica Montana Flower Extract, Retinol, Sphingolipids, Phospholipids, Saccharide Isomerate, Sodium Hyaluronate, Leuconostoc/Radish Root Ferment Filtrate, Citrullus Lanatus (Watermelon) Fruit Extract, Pichia/Resveratrol Ferment Extract, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Juice, Sodium PCA, Sodium Bicarbonate, Butylene Glycol, Caprylyl Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Glyceryl Cocoate, Glycine Soja (Soybean) Sterols, Acrylates/Carbamate Copolymer, Xanthan Gum, Cyclodextrin, Tetrasodium EDTA, Citric Acid, Sodium Citrate, Arachidyl Alcohol, Cetyl Hydroxyethylcellulose, Phosphatidylglycerol, Dimethyl Isosorbide, Hexylene Glycol, Hydrated Silica, Arachidyl Glucoside, Phenoxyethanol, Behenyl Alcohol, Potassium Sorbate, Sodium Benzoate.']",https://www.sephora.com/product/firming-peptide-milk-P407888?icid2=products%20grid:p407888:product
Dr. Brandt Skincare,Radiance Resurfacing Foam,"['A cream-to-foam packed with alpha hydroxy acids and paired with a no-blade tool that', ' together', ' lift away dead skin cells to reveal a fresh', ' radiant', ' super-hydrated complexion.   ']",['- Dullness and uneven texture- Dryness- Uneven skin tone'],[],"['-Alpha Hydroxy Acid Blend (Derived from Bilberry, Sugar Cane, Sugar Maple, Orange, and Lemon): Chemically resurfaces and evens skin tone for smoother, softer, brighter skin.', '-Pentavitin: A humectant that provides long-term hydration for up to 72 hours.', '-Water Lily Extract and Sweetone: Soothe, help prevent irritation, even out skin tone, and fade dark spots.', '', 'Water, Hydrogenated Polyisobutene, Methyl Nonafluorobutyl Ether, Methyl Nonfluoroisobutyl Ether, Glycerin, Caprylic/Capric Triglyceride, Methylpropanediol, Butylene Glycol Dicaprylate/Dicaprate, 1,2-Hexanediol, Saccharomyces Ferment Filtrate, Saccharide Isomarate, Glyceryl Stearate, Peg-100 Stearate, Cetearyl Alcohol, Stearic Acid, Betaine, Hydroxyacetophenone, Butylene Glycol, Dipropylne Glycol, Sodium Stearoyl Glutamate, Maltodextrin, Saccharide Hydrolyase, Sodium Polyacrylate, Carbomer, Ethylhexyl Stearate, Tromethamine, Sodium Palmitoyl Proline, Algae Extract, Eclipta Prostrata Leaf Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C12-14 Pareth-12, Nymphaea Alba Flower Extract, Disodium Edta, Glyceryl Acrylate/Acrylic Acid Copolymer, Lavendula Augustifolia (Lavender) Oil, Vaccinium Myrtillus Fruit/Leaf Extract, Fructooligosaccharides, Trideceth-6, Saccharum Officianrum (Sugarcane) Extract, Amaranthus Caudatus Seed Extract, Beta-Glucan, Lecithin, Sodium Hyaluronate, Ulmus Davidiana Root Extract, Dimethicone, Squalane, Alcohol Denat., Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Polysorbate 20, Argania Spinosa Kernel Oil, Hydrogenated Lecithin, Isononyl Isononanoate, Polyglyceryl-10 Stearate, Hydrolyzed Hyaluronic Acid, Acer Saccharum (Sugar Maple) Extract, Anemarrhena Asphodeloides Root Extract, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-2 Dipolyhydroxystearate, Anthemis Nobilis Flower Oil, Inulin Lauryl Carbamate, Palmitoyl Pentapeptide-4, Disodium Stearoyl Glutamate.']",https://www.sephora.com/product/radiance-resurfacing-foam-P435209?icid2=products%20grid:p435209:product
Dr. Brandt Skincare,pores no more® Vacuum Cleaner® Pore Purifying Mask,"['A cooling pore-purifying mask that breaks apart stubborn dirt and oil to unclog pores and shrink their appearance for a clean', ' less-shiny complexion.']",['- Pores- Oiliness\xad- Blemishes'],"['Immediately', ' you’ll see less oil and shine', ' and your skin will feel deeply clean. With regular use', ' botanical extracts and glycolic acid help tighten pores so they look smaller', ' while salicylic acid', ' zinc', ' and vitamin A combine to purify pores', ' loosening gunk and helping skin to look healthier.']","['-Salicylic Acid: Helps soak up oil and loosen dirt and impurities.', '-Glycolic Acid: Exfoliates away dirt and dead skin cells.', '-Botanical Extracts from Iris and Eijisu Rose: Help pores look smaller.', '-Combination of Oleanolic Acid and an African Tree Extract: Reduce shine.', '', 'Water, Silica, Butylene Glycol, Benzyl Alcohol, Mannitol, Alcohol Denat., Xanthan Gum, Cellulose, Lavandula Angustifolia (Lavender) Oil, Glycolic Acid, Menthone Glycerin Acetal, Enantia Chlorantha Bark Extract, Sodium Hydroxide, Disodium Edta, Glycerin, Salicylic Acid, Oleanolic Acid, Acrylates Copolymer, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Hydroxypropyl Methylcellulose, Iris Florentina Root Extract, Sodium Benzoate, Potassium Sorbate, Rosa Multiflora (Rose) Fruit Extract, Ci 77007 (Ultramarines), Ci 77891 (Titanium Dioxide) , Ci 77120 (Barium Sulfate).']",https://www.sephora.com/product/pores-no-more-vacuum-cleaner-pore-purifying-mask-P429662?icid2=products%20grid:p429662:product
Dr. Brandt Skincare,MAGNETIGHT Age-Defier™ Mask,"[' An anti-aging', ' iron-infused mask and magnet removal tool that work together to refine', ' purify', ' and revitalize the look of skin.']",['- Dullness and uneven texture- Loss of firmness and elasticity'],"[' This innovative and effective magnetized mask uses magnetic currents to zap away visible signs of skin aging. The mask is infused with iron magnetic particles that draw out impurities and daily residue trapped on the skin', ' while electromagnetic interactions create a “force-field effect” that lends skin a tighter feeling over time. Skin is visibly radiant', ' smoother', ' firmer', ' and tighter for younger-looking skin overtime.']","['-Peptide: Smooths the look of wrinkles and visibly firms.', ""-Black Tourmaline: Boosts skin's energy, leaving it looking radiant."", '-Skin Scavenger (Molecule Antioxidant): Purifies and protects against age-causing pollutants and environmental stress to minimize their damaging effect.', '', 'Iron Powder, Dimethicone, Polysilicone-11, Nylon-12, C12-15 Alkyl Benzoate, Silica, Tribehenin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Polysorbate 40, Hdi/Trimethylol Hexyllactone Crosspolymer, Ceramide Ng, Peg-10 Phytosterol, Tourmaline, Lavandula Angustifolia (Lavender) Oil, Isohexadecane, Ammonium Polyacryloyldimethyl Taurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Palmitoyl Hexapeptide-12, Pelargonium Graveolens (Geranium) Flower Oil, Dimethylmethoxy Chromanol, Anthemis Nobilis (Chamomile) Flower Oil, Limonene, Linalool, Citronellol, Geraniol.']",https://www.sephora.com/product/magnetight-age-defier-P411254?icid2=products%20grid:p411254:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Transforming Pearl Serum,"['A breakthrough', ' age-defying serum powered by patented duo pearl technology and a Juvenescence+ Complex.']",[],[],"['-Juvenessence (Algae Extract): Revitalizes.', '-High Tech Molecule: Helps moisturize.', '-Paracress Flower Extract: Helps diminish the look of wrinkles.', '', 'Water, Caprylic /Capric Triglyceride, Propanediol, Glycerin, Pentylene Glycol, Alcohol Denat., Apricot Kernel Oil, Phenoxyethanol, Hydroxyethylpiperazine Ethane Sulfonic Acid, Sodium Hydroxide, Xanthan Gum, Sodium Hyaluronate, Hydroxyethylcellulose, Carrageenan, Algin, Decarboxy Carnosine Hcl, Synthetic Fluorphlogopite, Butylene Glycol, Spilanthes Acmella Flower Extract, Titanium Dioxide (Ci 77891), Alaria Esculenta Extract, Geranylgeranylisopropanol, Silica, Mica, Sodium Acetate, Bht, Sodium Lauryl Sulfate, Cellulose, Citrus Aurantium Dulcis (Orange) Peel Oil, Orange Fruit Extract, Cananga Odorata Flower Oil, Vanillin, Lavandula Hybrida Oil, Litsea Cubeba Fruit Oil, Vanilla Planifolia Fruit Extract, Jasmine Flower Extract, Tin Oxide.']",https://www.sephora.com/product/do-not-age-with-dr-brandt-transforming-pearl-serum-P383054?icid2=products%20grid:p383054:product
REN Clean Skincare,Ultra Moisture Day Cream,['An intensive moisture treatment for dry and dehydrated skin. '],[],[],"[""-Phytostimuline Peptide from Organic Beech Tree Buds: Strengthens the skin's structure to help retain moisture."", '-Hyaluronic Acid from Wheat: Stimulates the natural lubricants between skin cells to provide lasting hydration.', '-Global Protection Comp Tocotrienols from Arctic Cranberry Seed Oil Kaempferol from Candle Tree Leaves and Leghemoglobin from Kudzu Zymbiozome: This powerful blend of antioxidants and free radical scavengers protect the skin against UV induced damage and premature aging.', '', 'Rosa Damascena Flower Water, Caprylic/Capric Triglyceride (Source Coconut Oil), Cetearl Alcohol (Sourse Coconut oil), Cetearyl Octanoate (Sourse Coconut oil), Camellia Oleifera Seed Oil, Butyrospermum Parkii (Shea) Butter, Myristyl Myristate (Sourse Coconut oil), Glycerin (Source Coconut Oil), Cetearyl Glucoside (Source Corn), Lauryl Laurate (Source Coconut oil), Triheptanoin (Source Coconut Oil), Glycine Soja (Soybean) Lipid, Betaine (Source Aminoacid), Oryzanol (Source Rice), Vaccinium Macrocarpon (Cranberry) Seed Oil, Rosa Canina (Rose Hip) Seed Oil, Phenoxyethanol (source Aromatic Ether), Omega 6 Ceramide (source Carthame), Laminaria Ochroleuca (Algae) Extract, Sodium Hyaluronate (Source Wheat), Parfum (100% Natural Fragrance), Linalool, Limonene, Farnesol, Fagus Sylvatica (Beech) Bud Extract, Cassia Alata (Candle Tree) Leaf Extract, Pueraria Lobata (Kudzu) Symbiozome Extract, Carbomer (Source Polymer), Sodium Hydroxymethylglycinate (Source Amino Acids), Tocopherol (Vitamin E).']",https://www.sephora.com/product/osmotic-infusion-ultra-moisture-day-cream-P214000?icid2=products%20grid:p214000:product
REN Clean Skincare,Bio Retinoid™ Anti-Ageing Cream,['A breakthrough antiaging cream that delivers retinol results without irritation while enhancing skin vitality and radiance.'],[],[],"[""-Retinoid Analogue from Brazilian Organic White Beggar's-Tick Flower: Supports natural collagen and dramatically reduces the appearance of fine lines and wrinkles."", '-Galactan from Red Algae: Supports cells and protects DNA which prevents premature aging.', '-Oleuropein from Olive Leaf.: Setoxifies and boosts radiance.', '-Phycocolloids from Porphyridium Cruentum Microalga: Lifts and firms the look of skin.', '', 'Rosa Damascena Flower Water, Rosa Rubiginosa Seed Oil, Cetearyl Alcohol, Glycerin, Caprylic/ Capric Triglyceride, Oryza Sativa (Rice) Germ Oil, Oleyl Alcohol, Myristyl Myristate, Cetearyl Glucoside, Gossypium Harbaceum (Cotton) Seed Oil, Dipalmitoyl Hydroxyproline, Triheptanoin, Lauryl Laurate, Phenoxyethanol, Hydroxypropyl Methylcellulose , Bidens Pilosa Extract, Bakuchiol, Oryzanol, Linum Usitatissimum (Linseed) Seed Oil, Pullulan, Kappaphycus Alvarezii Extract, Levan, Olea Europaea (Olive) Leaf Extract, Tocopherol, Sodium Hyaluronate, Xanthan Gum, Ethylhexylglycerin, Parfum (Fragrance), Decyl Glucoside, Porphyridium Cruentum Extract, Sodium Hydroxide, Zizyphus Jujuba Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Linalool, Phenethyl Alcohol, Beta-Carotene, Daucus Carota Sativa (Carrot) Root Extract, Daucus Carota Sativa (Carrot) Seed Oil, Ascorbyl Palmitate.']",https://www.sephora.com/product/bio-retinoid-anti-ageing-cream-P380810?icid2=products%20grid:p380810:product
Dr. Dennis Gross Skincare,Triple C Peptide Firming Oil,"['A complexion-brightening', ' skin-strengthening oil. ']",[],[],"['-Three Types of Vitamin C: Potent antioxidants that fight free-radical damage and support natural collagen.', '-Three Peptides: Protein derivatives that firm and tone the skin.', '-Squalane: Naturally-derived emollient that works to prevent dryness.', '-Phospholipids: Natural substance that draws moisture from the air and seals it.', '', 'Squalane, Silica, Silica Silylate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Helianthus Annuus (Sunflower) Seed Oil, Ascorbyl Glucoside (Vitamin C), Ascorbyl Palmitate (Vitamin C), Tetrahexyldecyl Ascorbate (Vitamin C), Rose Flower Oil, Tetrapeptide-21, Tocopheryl Acetate (Vitamin E), Rosmarinus Officinalis (Rosemary) Leaf Oil, Oenothera Biennis (Evening Primrose) Oil, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-28, Retinol, Emblica Officinalis Fruit Extract, Ergocalciferol (Vitamin D), Phytonadione (Vitamin K), Retinyl Palmitate (Vitamin A), Panthenol (Vitamin B), Argania Spinosa Kernel Oil, Chlorella Protothecoides Oil, Hippophae Rhamnoides Fruit Extract, Lavandula Angustifolia (Lavender) Oil, Macadamia Ternifolia Seed Oil, Persea Gratissima (Avocado) Oil, Phospholipids, Prunus Armeniaca (Apricot) Kernel Oil, Pyrus Malus (Apple) Fruit Extract, Salix Alba (Willow) Bark Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Geranium Maculatum Oil, Glycine Soja (Soybean) Oil, Sodium Hyaluronate, Linoleic Acid (Vitamin F), Biotin (Vitamin H), Butyrospermum Parkii (Shea) Butter Extract, Triticum Vulgare (Wheat) Germ Oil, Ubiquinone, Glycolic Acid, Lactic Acid, Salicylic Acid, Acrylates/Carbamate Copolymer, Ethylhexyl Palmitate, Ethylhexylglycerin, Butylene Glycol, Tribehenin, Caprylic/Capric Triglyceride, Hydroxyethyl Behenamidopropyl Dimonium Chloride, Bentonite, Corn Starch Modified, Mentha Piperita (Peppermint) Oil, VP/Eicosene Copolymer, Water/Aqua/Eau, Polysorbate 20, Carbomer, Glycerin, Curcuma Longa (Turmeric) Root Extract, Behenyl Alcohol, Sorbitan Isostearate, Cyclodextrin, Phytic Acid, Phenoxyethanol.']",https://www.sephora.com/product/triple-c-peptide-firming-oil-P394352?icid2=products%20grid:p394352:product
REN Clean Skincare,Perfect Canvas Skin Finishing Serum,"['A silicone-free', ' serum-to-primer formula that smooths', ' visibly lifts', ' reduces pore size', ' and naturally primes skin.']",['- Dryness- Redness- Fine lines and wrinkles'],[],"['-Agave Tequilana Extract: Provides a priming effect and mattifies without the use of silicone.', '-Eco-friendly Agave Extract: Sustainably sourced in Jalisco, Mexico.', '-Probiotics Extract: Promotes overall skin health and structure.', '-Hyluronans: Convert to hyaluronic acid in the skin to increase skin hydration, elasticity, and aid the reduction of wrinkle depth.', '-Glucans: Optimize skin health to keep it balanced and healthy.', '', 'Water, Lactococcus Ferment Lysate, Glycerin, Maltose, Caprylyl/Capryl Glucoside, Alpha-Glucan Oligosaccharide, Agave Tequilana Leaf Extract, Xanthan Gum, Fragrance*, Sodium Hyaluronate, Sodium Benzoate, Phenoxyethanol, Citric Acid, Lactic Acid, Sodium Chloride, Glucose, Limonene, Linalool*. *100% Natural Fragrance. 100% Natural.']",https://www.sephora.com/product/perfect-canvas-skin-finishing-serum-P423666?icid2=products%20grid:p423666:product
REN Clean Skincare,Vita-Mineral Daily Supplement Moisturising Cream,['A moisturizing cream formulated to leave skin optimally hydrated.'],[],[],"['-Phytosterols and Essential Fatty Acids: Boost skin lipid content and replenish the skin.', '-Tannins: Tone, firm, and rest facial muscles.', '-Vitamins A, F, and P: From rosehip seed oil, arctic cranberry seed oil, and rose petals; promote radiance and a natural glow .', '-Global Protection Complex: A powerful blend of antioxidants and free radical scavengers to protect the skin against UV induced damage and premature aging.', '', 'Rosa Damascena Flower Water, Camelia Oleifera Seed Oil, Cetearyl Alcohol, Cetearyl Ethylhexanoate, Cetearyl Glucoside, Myristyl Myristate, Oleyl Alcohol, Glycerin, Butyrospermum Parkii (Shea Butter), Rosa Canina Fruit Oil, Caprylic/ Capric Triglyceride, Triheptanoin, Phenoxyethanol, Oryzanol, Vaccinium Macrocarpon (Cranberry) Seed Oil, Parfum (Fragrance), Rosa Damascena Flower Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Flower Oil, Carbomer, Ethylhexylglycerin, Tocopherol, Sodium Hydroxide, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Benzyl Benzonate, Citronellol, Eugenol, Geraniol, Linalool.']",https://www.sephora.com/product/vita-mineral-day-cream-P214001?icid2=products%20grid:p214001:product
Dr. Brandt Skincare,pores no more® Luminizer Primer,[' An illuminating primer that refines the look of pores while giving skin a natural glow and creating the perfect canvas for makeup application.'],['- Pores- Dullness and uneven texture'],"[' Luminizer Primer lights up your complexion with a combination of optical diffusers', ' illuminating crushed stardust pearls', ' and pore-perfecting ingredients to help refine and lessen the look of pores', ' providing a subtle sheen and a smoother canvas. Light-reflecting illuminators create a natural-looking luminescence', ' while soft-focus technology helps visibly blur imperfections—leaving skin youthful-looking and glowing. Lentil seed extract helps visibly tighten pores', ' strengthen pore walls', ' and improve skin’s texture. ']","['-Soft Focus Technology (Optical Diffusers): Immediately blurs the look of imperfections; creates a seamless skin canvas for makeup', '-Illuminating Powders: Instantly illuminate skin and promote natural radiance.', '-Lentil Seed Extract: Helps to strengthen pore walls for a more even texture; refines the appearance of pores.', '', 'Water, Trimethylolpropane Tricaprylate/Tricaprate, Pentaerythrityl Tetraisostearate, Neopentyl Glycol Diethylhexanoate, Propanediol, Bis-Stearyl Dimethicone, Mica, Glycerin, Synthetic Fluorphlogopite, Polysilicone-11, Cetyl Alcohol, Dimethicone, Glyceryl Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Trifluoromethyl C1-4 Alkyl Dimethicone, C30-45 Alkyl Dimethicone, Glycol Distearate, Peg-75 Stearate, Polymethylsilsesquioxane, Phenoxyethanol, Ceteth-20, Steareth-20, Lens Esculenta (Lentil) Seed Extract, Tocopheryl Acetate, Polymethyl Methacrylate, Citric Acid, Silica, Squalane, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Flower Oil, Potassium Sorbate, Disodium Edta, Polysorbate 60, Hdi/Trimethylol Hexyllactone Crosspolymer, Laureth-12, Galactoarabinan, Triethoxycaprylylsilame, Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci77499 Iron Oxides), Linalool.']",https://www.sephora.com/product/pores-no-more-luminizer-primer-P417002?icid2=products%20grid:p417002:product
Dr. Dennis Gross Skincare,C+ Collagen Brighten & Firm Eye Cream,"['An energizing eye cream that’s infused with a proprietary vitamin C complex to dramatically improve the look of tired', ' aging eyes.']",['- Dark circles- Loss of firmness- Fine lines and wrinkles'],"[' When 3-O C vitamin C technology', ' collagen amino acids', ' and a proprietary energy complex come together in a silky-smooth cream', ' the result is an elegant yet powerful eye treatment that recharges skin’s battery to target the thinnest skin on your face. Visible signs of aging around the eyes that contribute to an overall tired appearance are replaced by the look of absolute radiance and light.']","['-3-O-Ethyl Ascorbic Acid: Minimizes and prevents the appearance of hyperpigmentation, fine lines, and wrinkles; a highly effective, stabilized form of vitamin C.', '-Collagen Amino Acids: Plant-sourced collagen; smaller molecular weight amino acids which are the building blocks of peptides and proteins.', '-Energy Complex: Supports natural cellular metabolism and contains antioxidant properties.', '-GABA: Reduces the look of fine lines and wrinkles.', '', 'Water, C12-15 Alkyl Benzoate, Glycerin, Pentylene Glycol, Caprylic/Capric Triglyceride, Niacinamide, Aminobutyric Acid, Glyceryl Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-40 Stearate, Silica, Stearyl Alcohol, 3-O-Ethyl Ascorbic Acid, Ascorbic Acid, Collagen Amino Acids, Superoxide Dismutase, Glycine, Hydroxyproline, Carnitine, Ubiquinone, Adenosine, Phyllanthus Emblica Fruit Extract, Hydrolyzed Soy Protein, Ascorbyl Glucoside, Ceramide NG, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Palmitoyl Hexapeptide-12, Hesperidin Methyl Chalcone, Ectoin, Chrysin, Glycyrrhiza Glabra (Licorice) Root Extract, Cucumis Sativus (Cucumber) Fruit Extract, Tocopherol, Lactic Acid, Biotin, Sea Whip Extract, Porphyridium Cruentum Extract, Echinacea Angustifolia Extract, Arnica Montana Flower Extract, Phytic Acid, Tetrasodium EDTA, Trisodium EDTA, Citric Acid, Sodium Citrate, N-Hydroxysuccinimide, Lecithin, Tribehenin, Butylene Glycol, Sorbitan Isostearate, Steareth-20, Ceteareth-20, Hydroxypropyl Methylcellulose, Pullulan, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Cetearyl Alcohol, Polysorbate 60, PEG-10 Phytosterol, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Chlorhexidine Digluconate, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate, Mica, Titanium Dioxide (CI 77891).']",https://www.sephora.com/product/c-collagen-brighten-firm-eye-cream-P418302?icid2=products%20grid:p418302:product
Dr. Dennis Gross Skincare,Sheer Mineral Sun Spray SPF 50,"['A water-resistant SPF 50+ sunscreen that mists on for easy application and dries sheer', ' leaving no residue.']",[],[],"['-Zinc Oxide 12%: Provides broad spectrum UVA/UVB protection.', '-Green Tea Extract: Protects against free radicals and environmental toxins.', '-Resveratrol: Potent antioxidant and antiaging polyphenol; protects from free radical damage.', '-Ubiquinone (CoQ10): Defends skin from free radicals and supports natural cell turnover.']",https://www.sephora.com/product/sheer-mineral-sun-spray-spf-50-P385431?icid2=products%20grid:p385431:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt™ Beauty Sleep Serum,"['A supercharged nighttime serum featuring exotic Tahitian black pearls for a well-rested', ' fresh', ' and youthful morning appearance.']",[],[],"['-Chronopeptides and Persian Silk Tree Extract: Together, these help provide a rested look.', '-Precious Tahitian Black Pearl: Rich in vitamins, minerals, and amino acids; reduces the appearance of lines and wrinkles.', '-Plankton Extract: Antioxidant.', '', 'Water, Propanediol, Caprylic/Capric Triglyceride, Prunus Armeniaca Kernel Oil, Glycerin, Pentylene Glycol, Alcohol Denat., Phenoxyethanol, Hydroxyethylpiperazine Ethane Sulfonic Acid, Xanthan Gum, Sodium Hyaluronate, Butylene Glycol, Hydroxyethylcellulose, Carrageenan, Algin, Iron Oxides (Ci 77499), Mica, Albizia Julibrissin Bark Extract, Sodium Hydroxide, Sodium Acetate, Bht, Sodium Lauryl Sulfate, Plankton Extract, Cellulose, Titanium Dioxide (Ci 77891), Arginine Ferulate, Glutamylamidoethyl Imidazole, Citrus Aurantium Dulcis(Orange) Peel Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Cananga Odorata Flower Oil, Vanillin, Lavandula Hybrida Oil, Cymbopogon Schoenanthus Oil, Vanilla Planifolia Fruit Extract, Hydrolyzed Pearl, Sodium Benzoate, Sorbic Acid, Rubus Fruticosus Fruit Extract, Potassium Sorbate.']",https://www.sephora.com/product/do-not-age-with-dr-brandt-beauty-sleep-serum-P399333?icid2=products%20grid:p399333:product
