Brand,Product Name,Ingredients,Image Link,URL Link
KLAIRS,Rich Moist Soothing Serum,"Water, Sodium Hyaluronate, Butylene Glycol, Dimethyl Sulfone, Betaine, Natto Gum, Propanediol, Polyquaternium-51, Disodium EDTA, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Carbomer, Arginine, PEG-60 Hydrogenated Castor Oil, Lysine HCL, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Chlorphenesin, Tocopheryl Acetate, Illicium Verum(Anise) Fruit Extract, Citrus Paradisi(Grapefruit) Fruit Extract, Nelumbium Speciosum Flower Extract, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Panthenol, Luffa Cylindrica Fruit/Leaf/Stem Extract, Beta-Glucan, Althaea Rosea Flower Extract, Aloe Barbadensis Leaf Extract, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil, Portulaca Oleracea Extract, Apium Graveolens (Celery) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Rapa (Turnip) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Oryza Sativa (Rice) Bran Extract, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/klairs-rich-moist-soothing-serum-update_1024x1024.jpg?v=1521061541,https://sokoglam.com/products/klairs-rich-moist-soothing-serum
MISSHA,Super Aqua Cell Renew Snail Sleeping Mask,"Phytoncide Water, Snail Mucin Extract, Glycerin, Butylene Glycol, Caprylic/Capric Glycerides, Behenyl Alcohol, Baobab Tree Extract, Cetearyl Alcohol, Tocopheryl Acetate, Centella Asiatica Meristem Cell Culture, Hydroxypropyl Cyclodextrin, Sucrose Polystearate, Sodium Polyacrylate, Caprylyl Glycol, Ethylhexylglycerin, Sorbitol, Hydrogenated Polyisobutene, Disodium EDTA, Xanthan Gum, Perfume",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-Cell-Renew-Snail-Aqua-Sleeping-Mask-1_1024x1024.jpg?v=1496137758,https://sokoglam.com/products/missha-super-aqua-cell-renew-snail-sleeping-mask
ERBORIAN,Black Soap,"Water, Cyclomethicone, Glycerin, Cetearyl Alcohol, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Peg-40 Stearate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glyceryl Stearate, Peg-100 Stearate, Zea Mays (Corn) Oil, Octyldodecanol, Citrus Junos Fruit Extract, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Scutellaria Baicalensis Root Extract, Polygonum Cuspidatum Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Mel/Honey Extract, Sesamum Indicum (Sesame) Seed Oil, Hydrogenated Vegetable Oil, Olus Oil/Vegetable Oil, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polyacrylamide, Dipropylene Glycol, Phenoxyethanol, Ozokerite, C13-14 Isoparaffin, Cera Alba/Beeswax, Disodium Edta, Panthenol, Stearyl Stearate, Hydrogenated Palm Acid, Laureth-7, Tocopherol, Ethylhexylglycerin, Glycine Soja (Soybean) Oil, T-Butyl Alcohol, Parfum/Fragrance, Linalool, Limonene, Ci 19140/Yellow 5, Ci 15985/Yellow 6.",https://cdn.shopify.com/s/files/1/0249/1218/products/Erborian-Black-Soap_dd87be93-cd2b-45e7-8fc1-e4647489ad54_1024x1024.jpg?v=1496138373,https://sokoglam.com/products/erborian-black-soap
COSRX,Hyaluronic Acid Intensive Cream,"Hippophae Rhamnoides Water, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Macadamia Ternifolia Seed Oil, 1,2-Hexanediol, Sodium Hyaluronate, Arginine, Panthenol, Dimethicone, Ethylhexylglycerin, Carbomer, Allantoin, Xanthan Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/COSRX-Hyaluronic-Acid-Intensive-Cream-1_1024x1024.jpg?v=1496136967,https://sokoglam.com/products/cosrx-hyaluronic-acid-intensive-cream
NEOGEN,Dermalogy Real Cica Pad,"Water, Glycerin, Butylene Glycol, Centella Asiatica Extract, Dipropylene Glycol, 1,2-Hexanediol, Asiaticoside, Asiatic Acid, Madecassic Acid, Madecassoside, Lactobionic Acid, Gluconolactone, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Octyldodecanol, Ceramide NP(Ceramide 3), Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Allantoin, Betaine, Panthenol, Cetearyl Olivate, Sorbitan Olivate, Glyceryl Caprylate, Ethylhexylglycerin, Tromethamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Propanediol, Diglycerin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-Real-Cica-Pads_1024x1024.jpg?v=1519943082,https://sokoglam.com/products/neogen-real-cica-pad
SOKO GLAM,Acne + Sebum Controlling Sheet Mask Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Soko-Glam-Sheet-Mask-by-Skin-Type-Acne-Sebum-Control_copy_1024x1024.jpg?v=1496136991,https://sokoglam.com/products/acne-and-sebum-controlling-sheet-mask-set
SKINRX LAB,MadeCera Cream,"Water(Aqua), Glycerine, Butylene Glycol, Betaine, Niacinamide, 1,2-Hexanediol, Hydrogenated Lecithin, Behenic Acid, Stearic Acid, Myristic Acid, Stearyl Alcohol, Behenyl Alcohol, Caprylic/Capric Triglyceride, Olea Europaea (Olive) Fruit Oil, Arachidyl Alcohol, Arachidyl Glucoside, Cyclopentasiloxane, Diisostearyl Malate, Ceramide NP, PEG-10 Rapeseed Sterol, Glyceryl Stearate, Glycereth-20, Dipropylene Glycol, Glycosyl Trehalose, Panthenol, PEG-100 Stearate, Dimethicone, Dimethicone/PEG-10/15 Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Dimethicone/Vinyl, Lanolin, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Polysorbate 60, Allantoin, Xanthan Gum, Asiaticoside, Madecassic Acid, Asiatic Acid, Adenosine, Dipotassium Glycyrrhizate, Madecassoside, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02523_1024x1024.jpg?v=1517244144,https://sokoglam.com/products/skinrx-madecera-cream
NEOGEN,Real Flower Cleansing Water—Rose,"Water, CPEG-6 Caprylic/Capric Glycerides, Rosa Damascena Flower, Hibiscus Sabdariffa Flower, Rosa Damascena Extract, Aloe Barbadensis Leaf Extract, Rosmarinus Officinalis (Rosemary) Flower Extract, Brassica Oleracea Italica (Broccoli) Extract, Symphytum Officinale Leaf Extract, Hyaluronic Acid, Cucumis Sativus (Cucumber) Fruit Extract, Xylitol, Centella Asiatica Extract, 1,2-Hexanediol, Dipropylene Glycol, Cetrimonium Chloride, Sodium Chloride, Phenoxyethanol, Panthenol, Ethylhexylglycerin ,PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-Real-Flower-Cleansing-Water-Rose_1024x1024.jpg?v=1496137621,https://sokoglam.com/products/neogen-real-flower-cleansing-water-rose
THE PLANT BASE,Waterfall Moist Balanced Hyaluronic Acid 100,Sodium Hyaluronate,https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03579_1024x1024.jpg?v=1515437102,https://sokoglam.com/products/the-plant-base-waterfall-moist-balanced-hyaluronic-acid-100
COSRX,Natural BHA Skin Returning A-Sol,"Propolis Extract, Alcohol, Butylene Glycol, Sodium Lactate, Lactic Acid, water, Glycolic Acid, Betaine Salicylate, Sodium Hyaluronate, Panthenol, Allantoin, Cassia Obtusifolia Seed Extract, 1,2-Hexanediol, Ethyl Hexanediol, PEG-60 Hydrogenated Castor Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/COSRX-Natural-BHA-Skin-Returning-Emulsion-3_1024x1024.jpg?v=1496136971,https://sokoglam.com/products/cosrx-natural-bha-skin-returning-a-sol
RE:P,Organic Cotton Treatment Toning Pad,"Water, Glycerin, Buthylene Glycol, Alcohol Denat., 1,2-Hexanediol, Calendula Officinalis Extract , 1,2-Hexanediol, Chamomilla Recutita (Matricaria) Extract, 1,2-Hexanediol, Lavandula Angustifolia (Lavender) Flower Extract, 1,2-Hexanediol, Artemisia Annua Extract, Calendula Officinalis Flower Extract, Symphytum Officinale Leaf Extract, Helichrysum Arenarium Extract, Azadirachta Indica Leaf Extract, Glycerin, Water, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Melissa Officinalis Flower/Leaf/Stem Water, Anthemis Nobilis Flower Water, Calendula Officinalis Flower Water, Rosa Damascena Flower Water, Triticum Spelta Seed Water, Disodium EDTA, PEG-60 Hydrogenated Castor Oil, Phenoxyethanol, Ethylhexylglycerin, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/re-p-Organic-Cotton-Treatment-Toning-Pads_1024x1024.jpg?v=1496137526,https://sokoglam.com/products/re-p-organic-cotton-treatment-toning-pad
BENTON,Snail Bee High Content Steam Cream,"Aqua (Water), Butylene Glycol, Snail Secretion Filtrate, Glycerin, Cetyl Ethylhexanoate, Niacinamide, Behenyl Alcohol, 1,2-Hexanediol, Cetearyl Olivate, Palmitic Acid, Sorbitan Olivate, Simmondsia, Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Plantago Asiatica Extract, Diospyros Kaki Leaf Extract, Salix Alba (Willow) Bark Extract, Ulmus Campestris (Elm) Extract, Laminaria Digitata Extract, Tocopheryl Acetate, sh-Oligopeptide-1, Glyceryl Stearate, Stearic Acid, Lauric Acid, Myristic Acid, Carbomer, Urea, Arginine, Adenosine, Bee Venom, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Lecithin",https://cdn.shopify.com/s/files/1/0249/1218/products/Benton-Snail-Bee-High-Content-Steam-Cream-1_44740efa-e0be-4d0d-88c4-bf6a051d66d9_1024x1024.jpg?v=1496136961,https://sokoglam.com/products/benton-snail-bee-high-content-steam-cream
COSRX,Ultimate Nourishing Rice Overnight Spa Mask,"Oryza Sativa (Rice) Extract, Butylene Glycol, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Betaine, Niacinamide, Dimethicone, 1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Elaeis Guineensis (Palm) Oil, Elaeis Guineensis (Palm) Kernel Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Alcohol, Ethylhexylglycerin, Arginine, Carbomer, Allantoin, Xanthan Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC05167_1024x1024.jpg?v=1517852064,https://sokoglam.com/products/cosrx-ultimate-nourishing-rice-overnight-spa-mask
MISSHA,Near Skin Dustless Defense Sun Block SPF 50+/PA+++,"Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate (Octinoxate), Cyclohexasiloxane, Ethylhexyl Salicylate (Octisalate), Zinc Oxide , Butylene Glycol, PEG-10 Dimethicone, Titanium Dioxide , Dipropylene Glycol, Methyl Methacrylate Crosspolymer, Caprylyl Methicone, Cetyl PEG/PPG-10/1 Dimethicone, Polymethylsilsesquioxane, Magnesium Sulfate, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Isoamyl p-Methoxycinnamate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Fragrance(Parfum), Aluminum Hydroxide, Hydroxyacetophenone, Stearic Acid, Phenoxyethanol, Dimethicone, Disodium EDTA, Caesalpinia Spinosa Fruit Extract, Kappaphycus Alvarezii Extract, Aspalathus Linearis Extract, Camellia Sinensis Leaf Extract, Chrysanthemum Indicum Flower Extract, Jasminum Officinale (Jasmine) Extract, Melissa Officinalis Leaf Extract, Rosmarinus Officinalis (Rosemary) Extract, Thymus Vulgaris (Thyme) Extractissa Officinalis Leaf Extract, Rosmarinus Officinalis (Rosemary) Extract, Sodium Hyaluronate, Thymus Vulgaris (Thyme) Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-NearSkin-Dustless-Defense-Sunblock_1024x1024.jpg?v=1496137792,https://sokoglam.com/products/near-skin-dustless-defense-sun-block
SOKO GLAM,Anti-Aging Sheet Mask Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Soko-Glam-Anti-Aging-Sheet-Mask-Set_copy_1024x1024.jpg?v=1496138587,https://sokoglam.com/products/anti-aging-sheet-mask-set
SKINFOOD,Rice Brightening Cleansing Tissue,"Water, PEG-6 Caprylic/Capric Glycerides, Butylene Glycol, Methylpropanediol, PEG-20 Glyceryl Triisosterarate, Oryza Sativa (RIce) Bran Water, Oryza Sativa (Rice) Extract, Aspergillus Ferment, 1,2-Hexanediol, Chondrus cripus (carrageenan) extract, Glycosyl trehalose, Hydrogenated starch hydrolysate, Sodium hyaluronate, Polyglutamic acid, Cladosiphon okamuranus extract, Glycerin, Coco-caprylate/caprate, Hydrogenated olive oil, Phenoxyethanol, Ethylhexyglycerin, Sodium benzoate, Disodium EDTA, Fragrance.",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02260_1024x1024.jpg?v=1531772117,https://sokoglam.com/products/skinfood-rice-brightening-cleansing-tissue
MISSHA,Near Skin Simple Therapy Essence Lotion,"Water, Glycerin, Camellia Japonica Seed Oil, 1,2-Hexanediol, Cetearyl Alcohol, Glyceryl Stearate, Polyglyceryl-3 Methylglucose Distearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Caprylyl Glycol, Carbomer, Tromethamine, Disodium EDTA, Peucedanum Graveolens (Dill) Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-Nearskin-Simple-Therapy-Essence-Lotion-1_1024x1024.jpg?v=1496137789,https://sokoglam.com/products/near-skin-simple-therapy-essence-lotion
ACWELL,Bubble Free pH Balancing Cleanser,"Water, PEG-7 Glyceryl Cocoate, Dipropylene Glycol, Alcohol, PEG-11 Methyl Ether Dimethicone, Benzyl Alcohol, Acrylic acid/Phosphorylcholine Glycol Acrylate Crosspolymer, Triethanolamine, Aloe Barbadensis Leaf Juice, Centella Asiatica Extract, Hamamelis Virginiana (Witch Hazel) Extract, Dehydroacetic Acid, Dipotassium Glycyrrhizate, Disodium EDTA, Glycyrrhiza Glabra (Licorice) Root Extract, Paeonia Albiflora Root Extract, Cimicifuga Dahurica Root Extract, Pueraria Lobata Root Extract, Salicylic Acid, Farnesyl Acetate, Farnesol, Panthenyl Triacetate, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Acwell_Bubble_Free_pH_Balancing_Cleanser_Repackage_PDP_1024x1024.jpg?v=1547489215,https://sokoglam.com/products/acwell-bubble-free-ph-balancing-cleanser
ERBORIAN,Ginseng Infusion Total Eye,"Aqua/water, Butylene glycol, Cyclomethicone, Butyrospermum parkii (shea) butter, Octyldodecanol, Cetearyl alcohol, Palmitic acid, Talc, Panax ginseng root extract, Centella asiatica extract, Scutellaria baicalensis root extract, Polygonum cuspidatum root extract, Glycyrrhiza glabra (licorice) root extract, Camellia sinensis leaf extract, Rosmarinus officinalis (rosemary) leaf extract, Saccharomyces cerevisiae extract, Chamomilla recutita (matricaria) flower extract, Dioscorea villosa (wild yam) root extract, Equisetum giganteum extract, Kigelia africana fruit extract, Prunus amygdalus dulcis (sweet almond) oil, Hydrogenated vegetable oil, Glycine soja (soybean) oil, Sesamum indicum (sesame) seed oil, Zea mays (corn) oil, Vegetable oil/olus oil, Ethylhexylglycerin, Tocopherol, Tocopheryl acetate, Panthenol, Mannitol, Arginine, Stearyl stearate, Stearic acid, Glyceryl stearate, PEG-100 stearate, Ozokerite, Cera alba/beeswax, Hydrogenated palm acid, Cellulose, Hydroxypropyl methylcellulose, Ammonium acryloyldimethyltaurate/vp copolymer, Mica, Phenoxyethanol, T-butyl alcohol, CI 77891/titanium dioxide, CI 77492/iron oxides",https://cdn.shopify.com/s/files/1/0249/1218/products/Erborian-Ginseng-Infusion-Total-Eye-1_1024x1024.jpg?v=1496138361,https://sokoglam.com/products/erborian-ginseng-infusion-total-eye
SOKO GLAM,Quick Starter Skincare Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Quick_Starter_Set_1024x1024.jpg?v=1548173425,https://sokoglam.com/products/korean-skincare-quick-starter-set
ETUDE HOUSE,SoonJung pH 5.5 Relief Toner,"Water, Propanediol, Glycerin, Betaine, Panthenol, Madecassoside, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, 1,2-hexanediol, Butylene Glycol, Ethylhexylglycerin, Carbomer, Polyglycerin-3, Disodium Edta",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC09986_1024x1024.jpg?v=1508353134,https://sokoglam.com/products/soonjung-ph-5-5-relief-toner
SOKO GLAM,Brightening Sheet Mask Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Soko-Glam-Sheet-Mask-by-Skin-Type-Brightening_copy_1024x1024.jpg?v=1496138496,https://sokoglam.com/products/brightening-sheet-mask-set
BENTON,Snail Bee High Content Skin,"Water, Snail Secretion Filtrate, Camellia Sinensis Leaf Water, Butylene Glycol, Glycerin, Niacinamide, 1,2-Hexanediol, sh-Oligopeptide-1, Bee Venom, Diospyros Kaki Leaf Extract, Salix Alba (Willow) Bark Extract, Plantago Asiatica Extract, Laminaria Digitata Extract, Ulmus Campestris (Elm) Extract Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Betaine, Panthenol, Beta-Glucan, Allantoin, Adenosine, Polysorbate 20, Lecithin",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01464_1024x1024.jpg?v=1530219640,https://sokoglam.com/products/benton-snail-bee-high-content-skin
ACWELL,Licorice pH Balancing Essence Mist,"WATER, BAMBUSA VULGARIS WATER, GLYCYRRHIZA GLABRA (LICORICE) ROOT WATER, SACCHAROMYCES FERMENT FILTRATE, METHYLPROPANEDIOL, TRIETHYLHEXANOIN, HYDROGENATED POLY(C6-14 OLEFIN), 1,2-HEXANEDIOL, HYDROGENATED LECITHIN, GLYCERIN, CELLULOSE GUM, CENTELLA ASIATICA LEAF WATER, GLYCYRRHIZA URALENSIS (LICORICE) ROOT EXTRACT, ALGAE EXTRACT, ECLIPTA PROSTRATA LEAF EXTRACT, ROYAL JELLY EXTRACT, CORDYCEPS SINENSIS EXTRACT, YEAST EXTRACT, AVENA SATIVA (OAT) KERNEL EXTRACT, CYNARA SCOLYMUS (ARTICHOKE) LEAF EXTRACT, PTERIS MULTIFIDA EXTRACT, VACCINIUM MYRTILLUS FRUIT EXTRACT, SACCHARUM OFFICINARUM (SUGARCANE) EXTRACT, CITRUS AURANTIUM DULCIS (ORANGE) FRUIT EXTRACT, CITRUS LIMON (LEMON) FRUIT EXTRACT, ACER SACCHARUM (SUGAR MAPLE) EXTRACT, DIPROPYLENE GLYCOL, POLYGLYCERYL-10 MYRISTATE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, ETHYLHEXYLGLYCERIN, BETA-GLUCAN, POLYQUATERNIUM-51, FRUCTOOLIGOSACCHARIDES, LECITHIN, HYDROLYZED HYALURONIC ACID",https://cdn.shopify.com/s/files/1/0249/1218/products/Acwell_Licorice_pH_Balancing_Essence_Mist_PDP_1_1024x1024.jpg?v=1539355077,https://sokoglam.com/products/acwell-licorice-ph-balancing-essence-mist
MISSHA,Near Skin pH Balancing Cleansing Foam,"Water (Aqua), Glycerin, Lauramide Dea, Potassium Cocoyl Glycinate, Tea-cocoyl Glutamate, Sodium Methyl Cocoyl Taurate, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Chlorphenesin, Ethylhexylglycerin, Peg-160 Sorbitan Triisostearate, Sodium Chloride, Caprylyl Glycol, Styrene/acrylates Copolymer, Onsen-sui, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrolyzed Collagen Extract, Caprylhydroxamic Acid, Rosmarinus Officinalis (Rosemary) Leaf Oil, Citrus Aurantifolia (Lime) Oil, Disodium Edta, Betaine, Butylene Glycol, 1,2-Hexanediol, Sodium Methyltaurate, Quillaja Saponaria Wood Extract, Sapindus Mukorossi Fruit Extract, Hydrolyzed Elastin, Yucca Vera Leaf/Root Extract, Sodium Benzoate",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01443_1024x1024.jpg?v=1510779083,https://sokoglam.com/products/missha-m-near-skin-near-skin-ph-balancing-cleansing-foam
MISSHA,M Perfect BB Deep Cleansing Oil,"Isopropyl Myristate, Caprylic/Capric Triglyceride, PEG-20 Glyceryl Triisostearate, Cetyl Ethylhexanoate, Mineral Oil, PEG-8 Isostearate, Hydrogenated Polydecene, Macadamia Ternifolia Seed Oil, Olea Europaea (Olive) Husk Oil, Alcohol Denat., Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Jojoba Esters, Asparagus Lucidus Root Extract, Tussilago Farfara (Coltsfoot) Flower Extract, Laminaria Japonica Extract, Butylparaben, Propylparaben, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-Perfect-BB-Deep-Cleansing-Oil-2_1024x1024.jpg?v=1496137812,https://sokoglam.com/products/missha-m-perfect-bb-deep-cleansing-oil
GOODAL,Deep Clean Pore Glacial Clay,"Water, Kaolin, Butylene Glycol, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Bentonite, Stearic Acid, Glycerin, Glyceryl Stearate, Montmorillonite, Polysorbate 60, Silica, Canadian Colloidal Clay, Argania Spinosa Kernel Oil, Candida Bombicola/Sucrose/Vegetable Acid Ester Ferment, Salicornia Herbacea Extract, Camellia Sinensis Leaf Extract, Hydrogenated Vegetable Oil, Sorbitan Stearate, PEG-100 Stearate, Caprylyl Glycol, Cellulose Gum, Glyceryl Caprylate, 1,2-Hexanediol, Ethylhexylglycerin, Xanthan Gum, Disodium EDTA, Phenoxyethanol, Titanium Dioxide",https://cdn.shopify.com/s/files/1/0249/1218/products/Goodal-Wash-Up-Deep-Clean-Pore-Glacial-Clay-1_1024x1024.jpg?v=1496138185,https://sokoglam.com/products/goodal-deep-clean-pore-glacial-clay
SOKO GLAM,Hydrating + Revitalizing Sheet Mask Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Soko-Glam-Sheet-Mask-by-Skin-Type-Hydrating-Revitalizing_copy_1024x1024.jpg?v=1496138137,https://sokoglam.com/products/hydrating-revitalizing-sheet-mask-set
ENATURE,Birch Juice Hydro Sleeping Pack,"Betula platyphylla japonica juice, Caprylic/capric triglyceride, Cyclopentasiloxane, Butylene glycol, Glycereth-26, Glycerin, PEG/PPG-18/4 copolymer, Hydroxyethyl Acrylate/sodium acryloyldimethyl taurate copolymer, Polysorbate 60, Sorbitan oleate, Betaine, Ethyl hexanediol, Dimethicone/vinyl dimethicone crosspolymer, Glyceryl caprylate, Trehalose, Fragrance, Xanthan gum, Disodium EDTA, Carthamus tinctorius (safflower) oleosomes, Chamomilla recutita (matricaria) flower extract, Plantago ovata seed extract, Tocopheryl acetate, Hydrogenated lecithin, Polyglyceryl-10 stearate, Panthenol, Sodium ascorbyl phosphate, Glyceryl arachidonate, Glyceryl linolenate, Biotin, Folic acid, Pyridoxine, Cyanocobalamin.",https://cdn.shopify.com/s/files/1/0249/1218/products/E-Nature-Birch-Juice-Hydro-Sleeping-Pack-1_1024x1024.jpg?v=1496138385,https://sokoglam.com/products/enature-birch-juice-hydro-sleeping-pack
SOKO GLAM,Glow Value set,"Beauty Water
Water, Rosa Damascena Flower Water, Hamamelis Virginiana (Witch Hazel) Water, Butylene Glycol,Propanediol, PEG-7 Caprylic/Capric Glycerides, Pentylene Glycol, Citrus Aurantium Dulcis (Orange) Fruit Extract, Xylitol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Olea Europaea (Olive) Fruit Oil,Citrus Aurantium Dulcis (Orange) Oil, Citrus Grandis (Grapefruit) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Cedrus Atlantica Bark Oil, Pelargonium Graveolens Flower Oil, Carica Papaya (Papaya) Fruit Water, Jasminum Officinale (Jasmine) Oil, Illicium Verum (Anise) Fruit/Seed Oil, Artemisia Absinthium Extract, Rose Flower Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Thuja Occidentalis Leaf Extract, Eucalyptus Globulus Leaf Extract, Lavandula Angustifolia (Laveder)Flower/Leaf/Stem Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Melissa Officinalis Leaf Extract, Mentha Piperita(Peppermint) Leaf Extract, Mentha Rotundifolia Leaf Extract, Mentha Spicata Flower/Leaf/Stem Extract, Origanum Majorana Leaf Extract, OriganumVulgare Leaf Extract, Pelargonium Graveolens Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Glycerin, Decyl Glucoside, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Sodium Chloride, Ethylhexylglycerin, Sodium Citrate, Citric Acid, Octanediol, Copaifera Officinalis (Balsam Copaiba) Resin, Protease, Alcohol Denat., Alcohol, Phenoxyethanol",https://cdn.shopify.com/s/files/1/0249/1218/products/ValueSetBadges_GlowSet_v2_1024x1024.jpg?v=1541438276,https://sokoglam.com/products/glow-value-set
MISSHA,Super Aqua Cell Renew Snail Cleansing Foam,"Water(Aqua), Stearic Acid, Myristic Acid, Glycerin, Potassium Hydroxide, Lauramide DEA, Snail Secretion Filtrate, Lauric Acid, Cocamidopropyl Betaine, Glyceryl Stearate, Adansonia Digitata Seed Extract, Disodium EDTA, Chlorphenesin, Phenoxyethanol, Fragrance(Parfum)",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha_Super_Aqua_Snail_Cleansing_Foam_1_1024x1024.jpg?v=1540311301,https://sokoglam.com/products/missha-super-aqua-cell-renew-snail-cleansing-foam
